2026-02-07 08:49:48.384 [redisson-3-8][TID: N/A][trace:482328637777801216] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679614894657536, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[lock_status, review_status, review_operation, agent_type, agent_change_type, agent_attribution, agent_status, register_way, agent_user_benefit, agent_level, agent_category], desc=put
2026-02-07 11:23:57.377 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-_ADDRESS_BALANCE_NOTIFY_GROUP-17, groupId=_ADDRESS_BALANCE_NOTIFY_GROUP] Resetting generation and member id due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.377 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-_CHAIN_TRADE_NOTIFY_GROUP-18, groupId=_CHAIN_TRADE_NOTIFY_GROUP] Request joining group due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.377 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-_ADDRESS_BALANCE_NOTIFY_GROUP-17, groupId=_ADDRESS_BALANCE_NOTIFY_GROUP] Request joining group due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.377 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1][TID: N/A][trace:] INFO  o.a.k.clients.consumer.KafkaConsumer - [Consumer clientId=consumer-_CHAIN_TRADE_NOTIFY_GROUP-18, groupId=_CHAIN_TRADE_NOTIFY_GROUP] Unsubscribed all topics or patterns and assigned partitions
2026-02-07 11:23:57.377 [org.springframework.kafka.KafkaListenerEndpointContainer#3-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-feng_third_game_payout_group-14, groupId=feng_third_game_payout_group] Resetting generation and member id due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.377 [org.springframework.kafka.KafkaListenerEndpointContainer#3-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-feng_third_game_payout_group-14, groupId=feng_third_game_payout_group] Request joining group due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.378 [org.springframework.kafka.KafkaListenerEndpointContainer#3-0-C-1][TID: N/A][trace:] INFO  o.a.k.clients.consumer.KafkaConsumer - [Consumer clientId=consumer-feng_third_game_payout_group-14, groupId=feng_third_game_payout_group] Unsubscribed all topics or patterns and assigned partitions
2026-02-07 11:23:57.378 [org.springframework.kafka.KafkaListenerEndpointContainer#4-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-feng_push_typing_amount_group-15, groupId=feng_push_typing_amount_group] Resetting generation and member id due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.378 [org.springframework.kafka.KafkaListenerEndpointContainer#4-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-feng_push_typing_amount_group-15, groupId=feng_push_typing_amount_group] Request joining group due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.379 [org.springframework.kafka.KafkaListenerEndpointContainer#4-0-C-1][TID: N/A][trace:] INFO  o.a.k.clients.consumer.KafkaConsumer - [Consumer clientId=consumer-feng_push_typing_amount_group-15, groupId=feng_push_typing_amount_group] Unsubscribed all topics or patterns and assigned partitions
2026-02-07 11:23:57.379 [org.springframework.kafka.KafkaListenerEndpointContainer#2-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-_SITE_SECURITY_BALANCE_GROUP-13, groupId=_SITE_SECURITY_BALANCE_GROUP] Resetting generation and member id due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.380 [org.springframework.kafka.KafkaListenerEndpointContainer#2-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-_SITE_SECURITY_BALANCE_GROUP-13, groupId=_SITE_SECURITY_BALANCE_GROUP] Request joining group due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.380 [org.springframework.kafka.KafkaListenerEndpointContainer#5-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-feng_user_rebate_reward_group-16, groupId=feng_user_rebate_reward_group] Resetting generation and member id due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.380 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1][TID: N/A][trace:] INFO  o.a.k.clients.consumer.KafkaConsumer - [Consumer clientId=consumer-_ADDRESS_BALANCE_NOTIFY_GROUP-17, groupId=_ADDRESS_BALANCE_NOTIFY_GROUP] Unsubscribed all topics or patterns and assigned partitions
2026-02-07 11:23:57.380 [org.springframework.kafka.KafkaListenerEndpointContainer#5-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-feng_user_rebate_reward_group-16, groupId=feng_user_rebate_reward_group] Request joining group due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.380 [org.springframework.kafka.KafkaListenerEndpointContainer#5-0-C-1][TID: N/A][trace:] INFO  o.a.k.clients.consumer.KafkaConsumer - [Consumer clientId=consumer-feng_user_rebate_reward_group-16, groupId=feng_user_rebate_reward_group] Unsubscribed all topics or patterns and assigned partitions
2026-02-07 11:23:57.380 [org.springframework.kafka.KafkaListenerEndpointContainer#2-0-C-1][TID: N/A][trace:] INFO  o.a.k.clients.consumer.KafkaConsumer - [Consumer clientId=consumer-_SITE_SECURITY_BALANCE_GROUP-13, groupId=_SITE_SECURITY_BALANCE_GROUP] Unsubscribed all topics or patterns and assigned partitions
2026-02-07 11:23:57.418 [org.springframework.kafka.KafkaListenerEndpointContainer#2-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-_SITE_SECURITY_BALANCE_GROUP-13, groupId=_SITE_SECURITY_BALANCE_GROUP] Resetting generation and member id due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.418 [org.springframework.kafka.KafkaListenerEndpointContainer#2-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-_SITE_SECURITY_BALANCE_GROUP-13, groupId=_SITE_SECURITY_BALANCE_GROUP] Request joining group due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.419 [org.springframework.kafka.KafkaListenerEndpointContainer#4-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-feng_push_typing_amount_group-15, groupId=feng_push_typing_amount_group] Resetting generation and member id due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.420 [org.springframework.kafka.KafkaListenerEndpointContainer#4-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-feng_push_typing_amount_group-15, groupId=feng_push_typing_amount_group] Request joining group due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.427 [org.springframework.kafka.KafkaListenerEndpointContainer#2-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.metrics.Metrics - Metrics scheduler closed
2026-02-07 11:23:57.427 [org.springframework.kafka.KafkaListenerEndpointContainer#2-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.metrics.Metrics - Closing reporter org.apache.kafka.common.metrics.JmxReporter
2026-02-07 11:23:57.429 [org.springframework.kafka.KafkaListenerEndpointContainer#4-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.metrics.Metrics - Metrics scheduler closed
2026-02-07 11:23:57.430 [org.springframework.kafka.KafkaListenerEndpointContainer#4-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.metrics.Metrics - Closing reporter org.apache.kafka.common.metrics.JmxReporter
2026-02-07 11:23:57.432 [org.springframework.kafka.KafkaListenerEndpointContainer#3-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-feng_third_game_payout_group-14, groupId=feng_third_game_payout_group] Resetting generation and member id due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.433 [org.springframework.kafka.KafkaListenerEndpointContainer#3-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-feng_third_game_payout_group-14, groupId=feng_third_game_payout_group] Request joining group due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.436 [org.springframework.kafka.KafkaListenerEndpointContainer#2-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.metrics.Metrics - Metrics reporters closed
2026-02-07 11:23:57.438 [org.springframework.kafka.KafkaListenerEndpointContainer#4-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.metrics.Metrics - Metrics reporters closed
2026-02-07 11:23:57.441 [org.springframework.kafka.KafkaListenerEndpointContainer#5-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-feng_user_rebate_reward_group-16, groupId=feng_user_rebate_reward_group] Resetting generation and member id due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.442 [org.springframework.kafka.KafkaListenerEndpointContainer#5-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-feng_user_rebate_reward_group-16, groupId=feng_user_rebate_reward_group] Request joining group due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.447 [org.springframework.kafka.KafkaListenerEndpointContainer#3-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.metrics.Metrics - Metrics scheduler closed
2026-02-07 11:23:57.447 [org.springframework.kafka.KafkaListenerEndpointContainer#3-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.metrics.Metrics - Closing reporter org.apache.kafka.common.metrics.JmxReporter
2026-02-07 11:23:57.468 [org.springframework.kafka.KafkaListenerEndpointContainer#4-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.utils.AppInfoParser - App info kafka.consumer for consumer-feng_push_typing_amount_group-15 unregistered
2026-02-07 11:23:57.467 [org.springframework.kafka.KafkaListenerEndpointContainer#3-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.metrics.Metrics - Metrics reporters closed
2026-02-07 11:23:57.482 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-_ADDRESS_BALANCE_NOTIFY_GROUP-17, groupId=_ADDRESS_BALANCE_NOTIFY_GROUP] Resetting generation and member id due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.482 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-_ADDRESS_BALANCE_NOTIFY_GROUP-17, groupId=_ADDRESS_BALANCE_NOTIFY_GROUP] Request joining group due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.483 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.metrics.Metrics - Metrics scheduler closed
2026-02-07 11:23:57.483 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.metrics.Metrics - Closing reporter org.apache.kafka.common.metrics.JmxReporter
2026-02-07 11:23:57.483 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.metrics.Metrics - Metrics reporters closed
2026-02-07 11:23:57.483 [org.springframework.kafka.KafkaListenerEndpointContainer#4-0-C-1][TID: N/A][trace:] INFO  o.s.k.l.KafkaMessageListenerContainer - feng_push_typing_amount_group: Consumer stopped
2026-02-07 11:23:57.484 [org.springframework.kafka.KafkaListenerEndpointContainer#5-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.metrics.Metrics - Metrics scheduler closed
2026-02-07 11:23:57.484 [org.springframework.kafka.KafkaListenerEndpointContainer#5-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.metrics.Metrics - Closing reporter org.apache.kafka.common.metrics.JmxReporter
2026-02-07 11:23:57.484 [org.springframework.kafka.KafkaListenerEndpointContainer#5-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.metrics.Metrics - Metrics reporters closed
2026-02-07 11:23:57.485 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-_CHAIN_TRADE_NOTIFY_GROUP-18, groupId=_CHAIN_TRADE_NOTIFY_GROUP] Resetting generation and member id due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.485 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1][TID: N/A][trace:] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-_CHAIN_TRADE_NOTIFY_GROUP-18, groupId=_CHAIN_TRADE_NOTIFY_GROUP] Request joining group due to: consumer pro-actively leaving the group
2026-02-07 11:23:57.485 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.metrics.Metrics - Metrics scheduler closed
2026-02-07 11:23:57.485 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.metrics.Metrics - Closing reporter org.apache.kafka.common.metrics.JmxReporter
2026-02-07 11:23:57.485 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.metrics.Metrics - Metrics reporters closed
2026-02-07 11:23:57.486 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.utils.AppInfoParser - App info kafka.consumer for consumer-_CHAIN_TRADE_NOTIFY_GROUP-18 unregistered
2026-02-07 11:23:57.486 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1][TID: N/A][trace:] INFO  o.s.k.l.KafkaMessageListenerContainer - _CHAIN_TRADE_NOTIFY_GROUP: Consumer stopped
2026-02-07 11:23:57.495 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.utils.AppInfoParser - App info kafka.consumer for consumer-_ADDRESS_BALANCE_NOTIFY_GROUP-17 unregistered
2026-02-07 11:23:57.496 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1][TID: N/A][trace:] INFO  o.s.k.l.KafkaMessageListenerContainer - _ADDRESS_BALANCE_NOTIFY_GROUP: Consumer stopped
2026-02-07 11:23:57.496 [org.springframework.kafka.KafkaListenerEndpointContainer#2-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.utils.AppInfoParser - App info kafka.consumer for consumer-_SITE_SECURITY_BALANCE_GROUP-13 unregistered
2026-02-07 11:23:57.496 [org.springframework.kafka.KafkaListenerEndpointContainer#2-0-C-1][TID: N/A][trace:] INFO  o.s.k.l.KafkaMessageListenerContainer - _SITE_SECURITY_BALANCE_GROUP: Consumer stopped
2026-02-07 11:23:57.513 [org.springframework.kafka.KafkaListenerEndpointContainer#5-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.utils.AppInfoParser - App info kafka.consumer for consumer-feng_user_rebate_reward_group-16 unregistered
2026-02-07 11:23:57.513 [org.springframework.kafka.KafkaListenerEndpointContainer#5-0-C-1][TID: N/A][trace:] INFO  o.s.k.l.KafkaMessageListenerContainer - feng_user_rebate_reward_group: Consumer stopped
2026-02-07 11:23:57.521 [org.springframework.kafka.KafkaListenerEndpointContainer#3-0-C-1][TID: N/A][trace:] INFO  o.a.kafka.common.utils.AppInfoParser - App info kafka.consumer for consumer-feng_third_game_payout_group-14 unregistered
2026-02-07 11:23:57.521 [org.springframework.kafka.KafkaListenerEndpointContainer#3-0-C-1][TID: N/A][trace:] INFO  o.s.k.l.KafkaMessageListenerContainer - feng_third_game_payout_group: Consumer stopped
2026-02-07 11:23:57.542 [Thread-35][TID: N/A][trace:] INFO  o.s.b.w.e.undertow.UndertowWebServer - Commencing graceful shutdown. Waiting for active requests to complete
2026-02-07 11:23:57.543 [Thread-35][TID: N/A][trace:] INFO  o.s.b.w.e.undertow.UndertowWebServer - Graceful shutdown complete
2026-02-07 11:23:57.592 [Thread-35][TID: N/A][trace:] INFO  io.undertow - stopping server: Undertow - 2.3.3.Final
2026-02-07 11:23:57.613 [Thread-35][TID: N/A][trace:] INFO  io.undertow.servlet - Destroying Spring FrameworkServlet 'dispatcherServlet'
2026-02-07 11:23:57.704 [Thread-35][TID: N/A][trace:] INFO  c.a.c.n.r.NacosServiceRegistry - De-registering from Nacos Server now...
2026-02-07 11:23:57.756 [Thread-35][TID: N/A][trace:] INFO  c.a.c.n.r.NacosServiceRegistry - De-registration finished.
2026-02-07 11:23:59.719 [restartedMain][TID: N/A][trace:] WARN  c.a.c.n.c.NacosPropertySourceBuilder - Ignore the empty nacos configuration and get it based on dataId[wallet-biz] & group[feng]
2026-02-07 11:23:59.916 [restartedMain][TID: N/A][trace:] WARN  c.a.c.n.c.NacosPropertySourceBuilder - Ignore the empty nacos configuration and get it based on dataId[wallet-biz-feng.yml] & group[feng]
2026-02-07 11:23:59.916 [restartedMain][TID: N/A][trace:] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-wallet-biz-feng.yml,feng'}, BootstrapPropertySource {name='bootstrapProperties-wallet-biz.yml,feng'}, BootstrapPropertySource {name='bootstrapProperties-wallet-biz,feng'}, BootstrapPropertySource {name='bootstrapProperties-common-config.yml,feng'}]
2026-02-07 11:23:59.940 [restartedMain][TID: N/A][trace:] INFO  c.c.baowang.wallet.WalletApplication - The following 1 profile is active: "feng"
2026-02-07 11:24:12.050 [restartedMain][TID: N/A][trace:] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-02-07 11:24:12.051 [restartedMain][TID: N/A][trace:] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2026-02-07 11:24:12.124 [restartedMain][TID: N/A][trace:] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 70 ms. Found 0 Redis repository interfaces.
2026-02-07 11:24:12.543 [restartedMain][TID: N/A][trace:] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=6efe9fdf-f827-37df-ab68-fefb02bca3a3
2026-02-07 11:24:14.308 [restartedMain][TID: N/A][trace:] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2026-02-07 11:24:14.309 [restartedMain][TID: N/A][trace:] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 14358 ms
2026-02-07 11:24:16.328 [restartedMain][TID: N/A][trace:] WARN  o.s.b.d.a.OptionalLiveReloadServer - Unable to start LiveReload server
2026-02-07 11:24:16.382 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:23.521 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:23.897 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:24.811 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:24.854 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:24.892 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:24.997 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'agent-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:25.062 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'agent-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:25.184 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:25.245 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'pay-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:25.270 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:25.297 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:25.322 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:25.472 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:25.685 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'play-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:27.373 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:27.412 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:27.481 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'account-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:27.626 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'pay-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:28.913 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:28.992 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:29.045 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:29.103 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:29.144 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'activity-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:29.241 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'activity-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:29.312 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'agent-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:29.357 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'agent-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:29.455 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'agent-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:29.535 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'account-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:29.559 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'account-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:29.611 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:29.764 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:31.459 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:31.801 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:33.132 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'activity-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:33.198 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:33.271 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:33.328 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:33.449 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:33.636 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:34.594 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'activity-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:35.226 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:35.298 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 11:24:35.430 [restartedMain][TID: N/A][trace:] INFO  org.redisson.Version - Redisson 3.18.1
2026-02-07 11:24:35.450 [restartedMain][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - Redis cluster nodes configuration got from 192.168.29.52/192.168.29.52:7001:
eaa6e306c2f73064e3ed6981c7de08fb588d668b 192.168.29.52:7004@17004 slave c556b585d1b49937a928158a7942ef5dd00d9ec1 0 1770438275000 3 connected
c556b585d1b49937a928158a7942ef5dd00d9ec1 192.168.29.52:7003@17003 master - 0 1770438274576 3 connected 10923-16383
35de5cab71bf4e7e2b9b64610966d3d9088cf7a2 192.168.29.52:7002@17002 master - 0 1770438274576 2 connected 5461-10922
ded2b7f828bb9358197917d20bc81f1d6fc82568 192.168.29.52:7001@17001 myself,master - 0 0 1 connected 0-5460
