2026-02-07 08:49:48.393 [redisson-3-11][TID: N/A][trace:482328637777801216] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[lock_status, review_status, review_operation, agent_type, agent_change_type, agent_attribution, agent_status, register_way, agent_user_benefit, agent_level, agent_category], desc=put
2026-02-07 10:35:16.405 [XNIO-3 task-2][TID: N/A][trace:482355171548635136] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestUrl====: [GET] [/nacos-api/adminLogLockStatusApi/api/checkAdminIsLock]
2026-02-07 10:35:16.405 [XNIO-3 task-2][TID: N/A][trace:482355171548635136] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestHeaders====: [{traceId=482355171548635136, siteCode=0, Accept=*/*, timezone=UTC-5, User-Agent=okhttp/4.10.0, Connection=Keep-Alive, requestIp=127.0.0.1, userAgent=PostmanRuntime/7.51.1, reqClientSource=1, Host=192.168.62.93:7030, Accept-Language=en-US, Accept-Encoding=gzip}]
2026-02-07 10:35:16.405 [XNIO-3 task-2][TID: N/A][trace:482355171548635136] INFO  c.c.b.c.l.i.LogInterceptor - ====parameters====: [{siteCode=0, userAccount=feng01}]
2026-02-07 10:35:16.414 [XNIO-3 task-2][TID: N/A][trace:482355171548635136] INFO  c.c.b.c.l.service.HttpRqRsLogService - reqUrl:/nacos-api/adminLogLockStatusApi/api/checkAdminIsLock
2026-02-07 10:35:16.414 [XNIO-3 task-2][TID: N/A][trace:482355171548635136] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====http Response====: [false]
2026-02-07 10:35:16.573 [XNIO-3 task-2][TID: N/A][trace:482355171548635136] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestUrl====: [POST] [/nacos-api/businessLoginInfo/api/addLoginInfo]
2026-02-07 10:35:16.573 [XNIO-3 task-2][TID: N/A][trace:482355171548635136] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestHeaders====: [{traceId=482355171548635136, siteCode=0, Accept=*/*, timezone=UTC-5, User-Agent=okhttp/4.10.0, Connection=Keep-Alive, requestIp=127.0.0.1, userAgent=PostmanRuntime/7.51.1, reqClientSource=1, Host=192.168.62.93:7030, Accept-Encoding=gzip, Accept-Language=en-US, Content-Length=170, Content-Type=application/json}]
2026-02-07 10:35:16.581 [XNIO-3 task-2][TID: N/A][trace:482355171548635136] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====body====: [{"userName":"feng01","userId":"6583137","status":0,"ipaddr":"127.0.0.1","msg":"PROMPT_10000","loginLocation":"","deviceCode":null,"browser":null,"os":null,"siteCode":"0"}]
2026-02-07 10:35:16.596 [XNIO-3 task-2][TID: N/A][trace:482355171548635136] INFO  c.c.b.c.c.u.snowFlake.MachineUtils - SnowFlake Mac Val:4A4D5E7614DC4A4D5E7614DC1A4A53319C64184A531382B4
2026-02-07 10:35:16.596 [XNIO-3 task-2][TID: N/A][trace:482355171548635136] INFO  c.c.b.c.c.u.snowFlake.MachineUtils - SnowFlake Default DataCenterId:29,maxDatacenterId:31
2026-02-07 10:35:21.696 [XNIO-3 task-2][TID: N/A][trace:482355171548635136] INFO  c.c.b.c.c.u.snowFlake.MachineUtils - SnowFlake genWorkerId workId:15,maxWorkerId:31 
2026-02-07 10:35:21.710 [XNIO-3 task-2][TID: N/A][trace:482355171548635136] INFO  c.c.b.c.c.u.s.SnowflakeIdWorker - 默认节点 datacenterId:29,workerId:15,
2026-02-07 10:35:22.056 [XNIO-3 task-2][TID: N/A][trace:482355171548635136] INFO  c.c.b.c.l.service.HttpRqRsLogService - reqUrl:/nacos-api/businessLoginInfo/api/addLoginInfo
2026-02-07 10:35:22.057 [XNIO-3 task-2][TID: N/A][trace:482355171548635136] INFO  c.c.b.c.l.service.HttpRqRsLogService - ====http Response====: ["482355201282076672"]
2026-02-07 10:35:22.400 [XNIO-3 task-2][TID: N/A][trace:482355171548635136] INFO  c.c.b.c.l.i.LogInterceptor - ====RequestUrl====: [GET] [/nacos-api/systemDictConfig/api/getByCode]
